"id","codigo","descripcion","seleccionable","created_at","updated_at"
"34","01301","Cultivo de plantas y flores ornamentales","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"35","01410","Cría y engorde de ganado bovino","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"36","01420","Cría de caballos y otros equinos","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"37","01440","Cría de ovejas y cabras","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"38","01450","Cría de cerdos","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"39","01460","Cría de aves de corral y producción de huevos","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"40","01491","Cría de abejas apicultura para la obtención de miel y otros productos apícolas","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"41","01492","Cría de conejos","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"42","01493","Cría de iguanas y garrobos","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"43","01494","Cría de mariposas y otros insectos","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"44","01499","Cría y obtención de productos animales n.c.p","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"45","01500","Cultivo de productos agrícolas en combinación con la cría de animales","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"46","01611","Servicios de maquinaria agrícola","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"47","01612","Control de plagas","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"48","01613","Servicios de riego","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"49","01614","Servicios de contratación de mano de obra para la agricultura","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"50","01619","Servicios agrícolas ncp","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"51","01621","Actividades para mejorar la reproducción, el crecimiento y el rendimiento de los animales y sus productos","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"52","01622","Servicios de mano de obra pecuaria","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"53","01629","Servicios pecuarios ncp","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"54","01631","Labores post cosecha de preparación de los productos agrícolas para su comercialización o para la industria","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"55","01632","Servicios de beneficio de café","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"56","01633","Servicio de beneficiado de plantas textiles (incluye el beneficiado cuando este es realizado en la misma explotación agropecuaria)","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"57","01640","Tratamiento de semillas para la propagación","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"58","01700","Caza ordinaria y mediante trampas, repoblación de animales de caza y servicios conexos","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"59",NULL,"SILVICULTURA Y EXTRACCIÓN DE MADERA","0","2025-07-30 14:37:34","2025-07-30 14:37:34"
"60","02100","Silvicultura y otras actividades forestales","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"61","02200","Extracción de madera","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"62","02300","Recolección de productos diferentes a la madera","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"63","02400","Servicios de apoyo a la silvicultura","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"64",NULL,"PESCA Y ACUICULTURA","0","2025-07-30 14:37:34","2025-07-30 14:37:34"
"65","03110","Pesca marítima de altura y costera","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"66","03120","Pesca de agua dulce","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"67","03210","Acuicultura marítima","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"68","03220","Acuicultura de agua dulce","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"69","03300","Servicios de apoyo a la pesca y acuicultura","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"70",NULL,"EXPLOTACIÓN DE MINAS Y CANTERAS","0","2025-07-30 14:37:34","2025-07-30 14:37:34"
"71",NULL,"EXTRACCIÓN CARBÓN DE PIEDRA Y LIGNITO","0","2025-07-30 14:37:34","2025-07-30 14:37:34"
"72","05100","Extracción de hulla","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"73","05200","Extracción y aglomeración de lignito","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"74",NULL,"EXTRACCIÓN DE PETRÓLEO CRUDO Y GAS NATURAL","0","2025-07-30 14:37:34","2025-07-30 14:37:34"
"75","06100","Extracción de petróleo crudo","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"76","06200","Extracción de gas natural","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"77",NULL,"EXTRACCIÓN DE MINERALES METALÍFEROS","0","2025-07-30 14:37:34","2025-07-30 14:37:34"
"78","07100","Extracción de minerales de hierro","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"79","07210","Extracción de minerales de uranio y torio","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"80","07290","Extracción de minerales metalíferos no ferrosos","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"81",NULL,"EXPLOTACIÓN DE OTRAS MINAS Y CANTERAS","0","2025-07-30 14:37:34","2025-07-30 14:37:34"
"82","08100","Extracción de piedra, arena y arcilla","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"83","08910","Extracción de minerales para la fabricación de abonos y productos químicos","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"84","08920","Extracción y aglomeración de turba","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"85","08930","Extracción de sal","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"86","08990","Explotación de otras minas y canteras ncp","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"87",NULL,"ACTIVIDADES DE SERVICIOS DE APOYO A LA EXPLOTACIÓN DE MINAS Y CANTERAS","0","2025-07-30 14:37:34","2025-07-30 14:37:34"
"88","09100","Actividades de apoyo a la extracción de petróleo y gas natural","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"89","09900","Actividades de apoyo a la explotación de minas y canteras","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"90",NULL,"INDUSTRIAS MANUFACTURERAS","0","2025-07-30 14:37:34","2025-07-30 14:37:34"
"91",NULL,"ELABORACIÓN DE PRODUCTOS ALIMENTICIOS","0","2025-07-30 14:37:34","2025-07-30 14:37:34"
"92","10101","Servicio de rastros y mataderos de bovinos y porcinos","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"93","10102","Matanza y procesamiento de bovinos y porcinos","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"94","10103","Matanza y procesamientos de aves de corral","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"95","10104","Elaboración y conservación de embutidos y tripas naturales","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"96","10105","Servicio de conservación y empaque de carnes","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"97","10106","Elaboración y conservación de grasas y aceites animales","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"98","10107","Servicios de molienda de carne","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"99","10108","Elaboración de productos de carne ncp","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"100","10201","Procesamiento y conservación de pescado, crustáceos y moluscos","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"101","10209","Fabricación de productos de pescado ncp","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"102","10301","Elaboración de jugos de frutas y hortalizas","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"103","10302","Elaboración y envasado de frutas, mermeladas y frutas deshidratadas","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"104","10309","Elaboración de productos de frutas y hortalizas n.c.p","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"105","10401","Fabricación de aceites y grasas vegetales y animales comestibles","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"106","10402","Fabricación de aceites y grasas vegetales y animales no comestibles","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"107","10409","Servicio de maquilado de aceites","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"108","10501","Fabricación de productos lácteos excepto sorbetes y quesos sustitutos","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"109","10502","Fabricación de sorbetes y helados","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"110","10503","Fabricación de quesos","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"111","10611","Molienda de cereales","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"112","10612","Elaboración de cereales para el desayuno y similares","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"113","10613","Servicios de beneficiado de productos agrícolas ncp (excluye Beneficio de azúcar rama 1072 y beneficio de café rama 0163)","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"114","10621","Fabricación de almidón","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"115","10628","Servicio de molienda de maíz húmedo molino para nixtamal","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"116","10711","Elaboración de tortillas","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"117","10712","Fabricación de pan, galletas y barquillos","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"118","10713","Fabricación de repostería","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"119","10721","Ingenios azucareros","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"120","10722","Molienda de caña de azúcar para la elaboración de dulces","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"121","10723","Elaboración de jarabes de azúcar y otros similares","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"122","10724","Maquilado de azúcar de caña","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"123","10730","Fabricación de cacao, chocolates y productos de confitería","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"124","10740","Elaboración de macarrones, fideos, y productos farináceos similares","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"125","10750","Elaboración de comidas y platos preparados para la reventa en","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"126","10791","Elaboración de productos de café","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"127","10792","Elaboración de especies, sazonadores y condimentos","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"128","10793","Elaboración de sopas, cremas y consomé","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"129","10794","Fabricación de bocadillos tostados y/o fritos","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"130","10799","Elaboración de productos alimenticios ncp","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"131","10800","Elaboración de alimentos preparados para animales","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"132",NULL,"ELABORACIÓN DE BEBIDAS","0","2025-07-30 14:37:34","2025-07-30 14:37:34"
"133","11012","Fabricación de aguardiente y licores","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"134","11020","Elaboración de vinos","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"135","11030","Fabricación de cerveza","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"136","11041","Fabricación de aguas gaseosas","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"137","11042","Fabricación y envasado de agua","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"138","11043","Elaboración de refrescos","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"139","11048","Maquilado de aguas gaseosas","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"140","11049","Elaboración de bebidas no alcohólicas","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"141",NULL,"ELABORACIÓN DE PRODUCTOS DE TABACO","0","2025-07-30 14:37:34","2025-07-30 14:37:34"
"142","12000","Elaboración de productos de tabaco","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"143",NULL,"FABRICACIÓN DE PRODUCTOS TEXTILES","0","2025-07-30 14:37:34","2025-07-30 14:37:34"
"144","13111","Preparación de fibras textiles","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"145","13112","Fabricación de hilados","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"146","13120","Fabricación de telas","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"147","13130","Acabado de productos textiles","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"148","13910","Fabricación de tejidos de punto y ganchillo","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"149","13921","Fabricación de productos textiles para el hogar","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"150","13922","Sacos, bolsas y otros artículos textiles","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"151","13929","Fabricación de artículos confeccionados con materiales textiles, excepto prendas de vestir n.c.p","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"152","13930","Fabricación de tapices y alfombras","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"153","13941","Fabricación de cuerdas de henequén y otras fibras naturales (lazos, pitas)","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"154","13942","Fabricación de redes de diversos materiales","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"155","13948","Maquilado de productos trenzables de cualquier material (petates, sillas, etc.)","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"156","13991","Fabricación de adornos, etiquetas y otros artículos para prendas de vestir","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"157","13992","Servicio de bordados en artículos y prendas de tela","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"158","13999","Fabricación de productos textiles ncp","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"159",NULL,"FABRICACIÓN DE PRENDAS DE VESTIR","0","2025-07-30 14:37:34","2025-07-30 14:37:34"
"160","14101","Fabricación de ropa interior, para dormir y similares","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"161","14102","Fabricación de ropa para niños","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"162","14103","Fabricación de prendas de vestir para ambos sexos","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"163","14104","Confección de prendas a medida","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"164","14105","Fabricación de prendas de vestir para deportes","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"165","14106","Elaboración de artesanías de uso personal confeccionadas especialmente de materiales textiles","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"166","14108","Maquilado de prendas de vestir, accesorios y otros","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"167","14109","Fabricación de prendas y accesorios de vestir n.c.p","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"168","14200","Fabricación de artículos de piel","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"169","14301","Fabricación de calcetines, calcetas, medias (panty house) y otros similares","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"170","14302","Fabricación de ropa interior de tejido de punto","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"171","14309","Fabricación de prendas de vestir de tejido de punto ncp","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"172",NULL,"FABRICACIÓN DE CUEROS Y PRODUCTOS CONEXOS","0","2025-07-30 14:37:34","2025-07-30 14:37:34"
"173","15110","Curtido y adobo de cueros; adobo y teñido de pieles","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"174","15121","Fabricación de maletas, bolsos de mano y otros artículos de marroquinería","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"175","15122","Fabricación de monturas, accesorios y vainas talabartería","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"176","15123","Fabricación de artesanías principalmente de cuero natural y sintético","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"177","15128","Maquilado de artículos de cuero natural, sintético y de otros materiales","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"178","15201","Fabricación de calzado","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"179","15202","Fabricación de partes y accesorios de calzado","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"180","15208","Maquilado de partes y accesorios de calzado","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"181",NULL,"PRODUCCIÓN DE MADERA Y FABRICACIÓN DE PRODUCTOS DE MADERA Y CORCHO EXCEPTO MUEBLES; FABRICACIÓN DE ARTÍCULOS DE PAJA Y DE MATERIALES TRENZABLES","0","2025-07-30 14:37:34","2025-07-30 14:37:34"
"182","16100","Aserradero y acepilladura de madera","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"183","16210","Fabricación de madera laminada, terciada, enchapada y contrachapada, paneles para la construcción","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"184","16220","Fabricación de partes y piezas de carpintería para edificios y construcciones","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"185","16230","Fabricación de envases y recipientes de madera","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"186","16292","Fabricación de artesanías de madera, semillas, materiales trenzables","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"187","16299","Fabricación de productos de madera, corcho, paja y materiales trenzables ncp","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"188",NULL,"FABRICACIÓN DE PAPEL Y DE PRODUCTOS DE PAPEL","0","2025-07-30 14:37:34","2025-07-30 14:37:34"
"189","17010","Fabricación de pasta de madera, papel y cartón","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"190","17020","Fabricación de papel y cartón ondulado y envases de papel y cartón","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"191","17091","Fabricación de artículos de papel y cartón de uso personal y doméstico","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"192","17092","Fabricación de productos de papel ncp","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"193",NULL,"IMPRESIÓN Y REPRODUCCIÓN DE GRABACIONES","0","2025-07-30 14:37:34","2025-07-30 14:37:34"
"194","18110","Impresión","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"195","18120","Servicios relacionados con la impresión","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"196","18200","Reproducción de grabaciones","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"197",NULL,"FABRICACIÓN DE COQUE Y DE PRODUCTOS DE LA REFINACIÓN DE PETRÓLEO","0","2025-07-30 14:37:34","2025-07-30 14:37:34"
"198","19100","Fabricación de productos de hornos de coque","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"199","19201","Fabricación de combustible","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"200","19202","Fabricación de aceites y lubricantes","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"201",NULL,"FABRICACIÓN DE SUSTANCIAS Y PRODUCTOS QUÍMICOS","0","2025-07-30 14:37:34","2025-07-30 14:37:34"
"202","20111","Fabricación de materias primas para la fabricación de colorantes","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"203","20112","Fabricación de materiales curtientes","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"204","20113","Fabricación de gases industriales","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"205","20114","Fabricación de alcohol etílico","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"206","20119","Fabricación de sustancias químicas básicas","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"207","20120","Fabricación de abonos y fertilizantes","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"208","20130","Fabricación de plástico y caucho en formas primarias","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"209","20210","Fabricación de plaguicidas y otros productos químicos de uso agropecuario","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"210","20220","Fabricación de pinturas, barnices y productos de revestimiento similares, tintas de imprenta y masillas","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"211","20231","Fabricación de jabones, detergentes y similares para limpieza","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"212","20232","Fabricación de perfumes, cosméticos y productos de higiene y cuidado personal, incluyendo tintes, champú, etc.","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"213","20291","Fabricación de tintas y colores para escribir y pintar; fabricación de cintas para impresoras","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"214","20292","Fabricación de productos pirotécnicos, explosivos y municiones","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"215","20299","Fabricación de sustancias químicas n.c.p","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"216","20300","Fabricación de fibras artificiales","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"217",NULL,"FABRICACIÓN DE PRODUCTOS FARMACÉUTICOS, SUSTANCIAS QUÍMICAS MEDICINALES Y PRODUCTOS BOTÁNICOS DE USO FARMACÉUTICO","0","2025-07-30 14:37:34","2025-07-30 14:37:34"
"218","21001","Manufactura de productos farmacéuticos, sustancias químicas y productos botánicos","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"219","21008","Maquilado de medicamentos","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"220",NULL,"FABRICACIÓN DE PRODUCTOS DE CAUCHO Y PLÁSTICO","0","2025-07-30 14:37:34","2025-07-30 14:37:34"
"221","22110","Fabricación de cubiertas y cámaras; renovación y recauchutado de cubiertas","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"222","22190","Fabricación de otros productos de caucho","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"223","22201","Fabricación de envases plásticos","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"224","22202","Fabricación de productos plásticos para uso personal o doméstico","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"225","22208","Maquilado de plásticos","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"226","22209","Fabricación de productos de plásticos n.c.p","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"227",NULL,"FABRICACIÓN DE PRODUCTOS MINERALES NO METÁLICOS","0","2025-07-30 14:37:34","2025-07-30 14:37:34"
"228","23101","Fabricación de vidrio","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"229","23102","Fabricación de recipientes y envases de vidrio","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"230","23108","Servicio de maquilado","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"231","23109","Fabricación de productos de vidrio ncp","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"232","23910","Fabricación de productos de refractarios","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"233","23920","Fabricación de productos de arcilla para la construcción","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"234","23931","Fabricación de productos de cerámica y porcelana no refractaria","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"235","23932","Fabricación de productos de cerámica y porcelana ncp","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"236","23940","Fabricación de cemento, cal y yeso","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"237","23950","Fabricación de artículos de hormigón, cemento y yeso","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"238","23960","Corte, tallado y acabado de la piedra","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"239","23990","Fabricación de productos minerales no metálicos ncp","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"240",NULL,"FABRICACIÓN DE METALES COMUNES","0","2025-07-30 14:37:34","2025-07-30 14:37:34"
"241","24100","Industrias básicas de hierro y acero","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"242","24200","Fabricación de productos primarios de metales preciosos y metales no ferrosos","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"243","24310","Fabricación de hierro y acero","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"244","24320","Fundición de metales no ferrosos","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"245",NULL,"FABRICACIÓN DE PRODUCTOS DERIVADOS DE METAL, EXCEPTO MAQUINARIA Y EQUIPO","0","2025-07-30 14:37:34","2025-07-30 14:37:34"
"246","25111","Fabricación de productos metálicos para uso estructural","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"247","25118","Servicio de maquila para la fabricación de estructuras metálicas","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
"248","25120","Fabricación de tanques, depósitos y recipientes de metal","1","2025-07-30 14:37:34","2025-07-30 14:37:34"
